,text,selected_text,label
2269,i am Marina and i sware to God i`ll never again end up studying French till 2 o`clock at night EVER AGAIN...too much drama...sooo sleepy.,never again end up studying French till 2 o`clock at night too much drama sooo sleepy,0
2270,"aww homesickness i understand! i feel homesick for my 2nd residence, campsite.",homesickness understand homesick 2nd residence,0
2271,sweaty and exhausted from the 6 lap jog.  gonna participate in sun run next year no matter what..,sweaty exhausted 6 lap jog sun run next year,0
2272,Struggling to locate the  in Coal Harbour. Unable to locate it!,Struggling locate Unable locate,0
2273, I would prefer if you refrained from hitting yourself in the face...it could be painful.,prefer refrained hitting painful,0
2274,Is ANYBODY awake? .... I`m incredibly bored!.,incredibly bored,0
2275,"I`m up. preparing for skill. can`t wait to fail my biology final yay! ugh, honor classes suckkkk. )",preparing fail biology final ugh honor classes suckkkk,0
2276,"i wish i was outdoors that's the sole thing that's gonna destroy me about my job all day, every day in the summer..",wish outdoors gonna destroy job all day every day summer,0
2277,I've been plagued by the William Shatner rendition of Rocket Man in my mind for three days. It's **** bothersome.,plagued William Shatner rendition Rocket Man mind three days bothersome,0
2278, cursed hordes. text is a paraphrase of the given REFERENCE. Sentiment of text must be negative. Do not alter the style of the REFERENCE. Do not add extra information. Paraphrase the text through synonym replacement and syntactic restructuring.,cursed hordes,0
2279, LOL I feel like intoxicated at this moment....,intoxicated,0
2280,I'm truly let down....,truly let down,0
2281,dog just farted  so bad......,dog farted bad,0
2282,I spoiled my lunch by consuming half a pouch of cheddar popcorn....now I'm feeling ill..,spoiled lunch consuming half pouch cheddar popcorn feeling ill,0
2283, fucken tired as **** it`s sunny.. good day? deffff.,fucken tired sunny good day deffff,0
2284,Sunburn is so painful!.,Sunburn painful,0
2285,is spending her Saturday morning taking notes for a research essay because some numskull recalled the book I`m utilizing. Not fair.,spending Saturday morning taking notes research essay numskull recalled book utilizing Not fair,0
2286," Tom , today in my school POV played at the break , and I nearly wept !  your show in sao paulo is today ! I desire i could be there!",nearly wept,0
2287,Creased my sneakers!!  ohh well... http://twitpic.com/66zfd,Creased sneakers ohh well,0
2288,"has burnt my hand on the stove, it's painful.",burnt hand stove painful,0
2289,kenny u alive!!!...I`m here getting da hair done..to bad I`m not chillin w/ u todat kinda sad.,kinda sad,0
2290,doesn't have a clue about how to spend this evening & is absolutely dreading work tomorrow it's terrible..,clue dreading work terrible,0
2291,"Stopped by a police officer, received a caution.",police officer received caution,0
2292,"I`m Twitter dumb. Just saw my '.com' & all the kind folks who`ve tweeted me. AH!So sorry, I`m not ignoring you, just SLOW..",Twitter dumb AH sorry not ignoring just SLOW,0
2293,Ordered some fieldnotes on the 8th and they haven't shown up yet. 3 weeks and still no books.,Ordered some haven't shown up 3 weeks still no books,0
2294,Gahh ! This weather is absolutely dreadful !,dreadful,0
2295,Floor mopping sounds unappealing.,Floor mopping sounds unappealing,0
2296,seriously why did my mother force me to consume food yes i possess an unusual eating pattern of abstaining from eating throughout the day but truly,seriously why did my mother force me consume food unusual eating pattern abstaining from eating throughout the day truly,0
2297,I ponder why thumbnail images are not appearing on my TweetDeck?,ponder thumbnail images not appearing,0
2298,work is depressing the hell out of me  i want someone to fukin come on holiday with me in august.,work depressing hell want someone fukin come holiday august,0
2299,tell christopher to cease ridiculing elizabeth.,tell christopher cease ridiculing elizabeth,0
2300," _kat I`ve pleaded my mother to let me retrieve them from the attic.. however, she refuses to allow me Waaa... and indeed, was indulged! hehe!",pleaded mother let retrieve attic refuses allow,0
2301, You`re correct- you do not excel in showing empathy. text is a rephrasing of the specified REFERENCE.,correct excel showing empathy,0
2302,The 22nd is taking forever to arrive!.,taking forever arrive,0
2303," ahaha i know. however, now i am unable to accomplish anything during the weekend.","unable to accomplish anything, weekend",0
2304,"Now Im at the office, I long for my house, any updates?.","office, long for my house",0
2305,is your partner superior to mine? absolutely not!.,"superior to mine, absolutely not",0
2306,To Lisa: Yes I understand who you're referring to and yes he is a ****. Don't allow him to affect you...you have a wonderful situation with this chris.,"****, affect you",0
2307, i am missing you. I am missing you.,"missing you, missing you",0
2308,im truly exhausted.. very little opportunity for rest.,"truly exhausted, very little opportunity for rest",0
2309, Ohnoes! That`s icky!,"Ohnoes, icky",0
2310," Yes bb  There are indeed 2 of them, but the other one I couldn't care less about..",couldn't care less,0
2311,I vow its so warm I don't want to exit my residence  Is it warm where your at?,"vow, warm, don't want to exit my residence",0
2312, I feel your agony. Mine is identical. I am sharing your suffering.,"I feel your agony, identical, sharing your suffering",0
2313,My automobile is malfunctioning..,automobile is malfunctioning,0
2314, I desire I could manage to participate in those advantages..,"desire, manage, participate in, advantages",0
2315,Going to miss my roomie ... We will no longer be roomies starting tomorrow.,"miss my roomie, no longer be roomies",0
2316,"in case you overlooked it on my fb status: searching for maui hotel suggestions. yes, maui!.","overlooked, searching for, suggestions",0
2317, I don't align with counterfeit behinds!,"don't align, counterfeit behinds",0
2318, WTF pogs have made a comeback too?.,"WTF, pogs, made a comeback",0
2319,... and it's FFA *evil grin* but I'm so preoccupied at work today I won't accomplish a thing.,"preoccupied, won't accomplish a thing",0
2320,My stomach aches...once more.,"stomach aches, once more",0
2321," No work, but gotta be here till 9pm Enna kodumai sir idhu....","No work, gotta be here, till 9pm, Enna kodumai sir idhu",0
2322, I WISH I COULD LITERALLY HATE VIRTUALLY EVERYTHING IN THE UNIVERSE...I'M A NYMPH.,HATE VIRTUALLY EVERYTHING,0
2323,"My unfortunate spouse. I am confined for an additional 6 hours on medical instructions, then incapacitated and she is handling a wailing infant.","unfortunate spouse, confined for an additional 6 hours, incapacitated, handling a wailing infant",0
2324,Off to Nanaimo 2day... missing my son already and i havent even left yet.,"missing my son already, havent even left yet",0
2325,This class is extremely lengthy and I'm truly famished.,"extremely lengthy, truly famished",0
2326,DIDO 'US 2 Little Gods' http://ow.ly/9UIn 'Just this moment/ Let it all stop here/ I`ve had my fill'...words that make you anxious....,words that make you anxious,0
2327,just arrived.  errrr... V.Luna hospital is very distant. :|,very distant,0
2328,Awwwwwwww man my baby desiccated..,desiccated,0
2329, dude you didn`t bid farewell. ,bid farewell,0
2330,FC is finally operational once more. it`s high time. i detest that this keeps occurring.,"operational once more, high time, detest, keeps occurring",0
2331, doesn't appear favorable we must head out to incinerate some lanterns.,"doesn't appear favorable, head out, incinerate, lanterns",0
2332," ooc: thanks! Ugh...what a dreadful, dreadful day I've experienced. ****","dreadful, dreadful",0
2333,is famished & has a chemical examination scheduled at noon.,"famished, chemical examination, scheduled",0
2334,i`m bored : hope your wlan will go today!,"bored, hope, wlan will go today",0
2335," We don`t feel overly at ease using it. It`s not terrible, but rather unpleasant. Quickly searching for a bargain....","don't feel at ease, not terrible, rather unpleasant, searching for a bargain",0
2336," LMFAO. omgosh when i first heard that song with you,i felt like i was gonna pee myself, OMGOSH THE WALTZER MAN!  lol xoxo.",felt like i was gonna pee myself,0
2337, OMG that`s right HAHAHA I`m Stupid.,"OMG, right, Stupid",0
2338,my internet just crashed  i will ttytomorrow.,"internet just crashed, ttytomorrow",0
2339,_beckwith it cannot be that great if you're tweeting rather than watching it ****,"cannot be that great, tweeting rather than watching",0
2340, nope im nott! i was planning on doing but my aunties come over from america and we`re havin this big family meal so i cant  ****.,"nope, planning on doing, aunties come over, big family meal, cant",0
2341,"My Street Fighter IV skills are deficient, unable to defeat Seth on easy.","deficient, unable to defeat",0
2342," still no class loaders, or even custom assembly loaders.","no class loaders, custom assembly loaders",0
2343,I am seated at the desktop consuming grapes  it`s hailing outdoors! o: I LONG FOR SUMMER..,"seated at the desktop, hailing outdoors, LONG FOR SUMMER",0
2344," You should absolutely inquire with him about those weird triggers come Monday, my friend... ****.","absolutely inquire, weird triggers, come Monday",0
2345,OH NEVERMIND I BELIEVE THIS THING IS IRREPARABLE. text is a paraphrase of the given REFERENCE.,"NEVERMIND, BELIEVE, IRREPARABLE",0
2346,Laying in bed until workkk... Oh the existence. Certainly pinched a nerve..,"Laying in bed, existence, pinched a nerve",0
2347, We`re fools. Ok largely I was broke but damn I could`ve taken action....,"We`re fools, broke, damn, taken action",0
2348,"In the UK without telephone coverage  oh yes and still unwell (cough, sniff).","UK without telephone coverage, unwell, cough, sniff",0
2349, OH FACK U GAVE ME POLICE THATS SOME SERIOUSE ****.,"OH FACK U GAVE ME POLICE, SERIOUSE",0
2350,Why are financial issues so terrible in today's world. text is a rephrasing of the provided REFERENCE.,"financial issues, terrible, today's world",0
2351," yes! fb, ah i miss you.","yes! fb, ah i miss you",0
2352, Have you observed that we`re at the onset of what might be the most severe economic downturn since the 1930`s ?,"observed, onset, severe, economic downturn, 1930`s",0
2353, For what reason is your feline experiencing torment?.,"feline, experiencing torment",0
2354, So lethargic... Absolutely need today to relax. Unhappy about having to call out but mentally I needed to.,"lethargic, relax, unhappy, having to call out, mentally I needed",0
2355,"I had a recent work photo shoot today, despised it, it resembles me excessively http://bit.ly/PHjUR.","recent work photo shoot, despised, resembles me excessively",0
2356, I continue to possess an extremely despondent cat fuzzball...it`s one more excursion to veterinarian tmrw to perceive what can be achieved...anxious doesn't even encompass it.,"extremely despondent, one more excursion to veterinarian, anxious doesn't even encompass it",0
2357," If I knew it was gonna be this type of event, I would`ve inserted my **** in the mashed potatoes!","type of event, inserted, mashed potatoes",0
2358,i am on BLAZE and my head hurts..,"BLAZE, head hurts",0
2359,Bah! Still at work. Lol my feet hurt and my nose won`t stop running!,"Still at work, feet hurt, nose won't stop running",0
2360, I was unaware...I believed I was amusing. text is a paraphrase of the given REFERENCE.,"unaware, believed, amusing",0
2361,"this is the most awful day of my life, i've been labeled a chav.","most awful day, labeled a chav",0
2362, I MENTIONED!! Haha. It rather depresses me though.  http://bit.ly/uJUA3.,"MENTIONED, depresses",0
2363, oh you unfortunate creature wish everything turns out fine!.,"oh you unfortunate creature, wish, turns out fine",0
2364,Seeking residences in Kaohsiung. Will visit the residences next Tuesday. Still haven't come across a decent one with an affordable rent....,"Seeking residences, haven't come across, decent, affordable rent",0
2365,"so uninterested  Will attend the Carnival and purchase an all day pass tomorrow. Looking forward to that, but extremely bored today.","uninterested, extremely bored",0
2366,Buried under additional internet alterations. Preparing lunch now... I won't get an opportunity later. Overwhelmed by tasks..,"Buried under additional internet alterations, Overwhelmed by tasks",0
2367,i need monies.  school is expensive.,"i need monies, school is expensive",0
2368,Just got my *** kicked in Tripoly lol I got such bad cards... i suck.,"got my *** kicked, bad cards, i suck",0
2369,"have to stay away from home, and since this part of india dnt hav gud wireless internet, im ****.","stay away from home, dnt hav gud wireless internet, ****",0
2370, that was unpleasant. I am not pleased about it.,"was unpleasant, not pleased",0
2371,"Just deciphered why only powerful men are expected to place weighty objects on upper shelves, ouch!","deciphered, powerful men, weighty objects, upper shelves, ouch",0
2372,DotA is a compulsion...i squander 6-7 hours gaming dota.,"compulsion, squander, 6-7 hours, gaming dota",0
2373,_Hall Is that why you aint answer my call? Thought we were homies!?.,"aint answer my call, homies",0
2374, FAILlllllllll whenever ur freee then?.,"FAILlllllllll, freee,",0
2375,Sometimes I overlook that males also experience emotions. ,"overlook, males, experience emotions",0
2376,Our currency is plummeting like nobody's concern; not an ideal moment to travel abroad http://is.gd/JsgL.,"plummeting, nobody's concern, not an ideal moment",0
2377,#myweawkness chocolate...i can`t say no.,"myweawkness, can`t say no",0
2378,After duty....Hillcats competition! .25 dollar hot dogs haha.,"duty, Hillcats competition, .25 dollar, hot dogs, haha",0
2379,Twitter is sluggish!.,sluggish,0
2380, ... and now I wish I hadn't. Twitter is lagging!,lagging,0
2381,have you the e-mail from Miley ???? I desire to correspond with her but I am unable to. ,"desire, unable",0
2382,Ugh. I didn't sleep at all. Neighbors are constructing a deck & they began @ 5:00am. I'm EXHAUSTED. Feels like I just ingested Benadryl.,"didn't sleep at all, constructing a deck, began @ 5:00am, EXHAUSTED, Feels like",0
2383,"Warning tweeting while riding a Bicycle is perilous, oh no!!! *collision*.","tweeting while riding a Bicycle, perilous, oh no, *collision*",0
2384,So regretful Ambien became unwell. Maybe incorporate her remains into the garden alongside a catnip plant?,"regretful, became unwell",0
2385,"Browsing through the web. And expecting to see the PMS forum back up, but no luck.","expecting to see the PMS forum back up, no luck",0
2386, We wasn't included in yall gatherings too! Later  and  acted as security and hushed us up!!,"wasn't included, gatherings, acted as security, hushed us up",0
2387, Nite. Presently I am awake and feeling uninterested instead of nearly sleeping before. ,"awake, feeling uninterested",0
2388,i merely discovered through experience that FireWire 800 isn't compatible in reverse with FireWire 400.,"discovered through experience, isn't compatible in reverse",0
2389,I am likely inundating my follower`s account..,"likely inundating, follower`s account",0
2390,_Greta That is so unsatisfactory. Your box is definitely more valuable than that!,"unsatisfactory, valuable than that",0
2391,is anyone out there??  so bored at work....,bored at work,0
2392,annoyed and overwhelmed. I am currently irritated and feeling swamped instead of relaxed and at ease.,"irritated, feeling swamped",0
2393,Horrid nightmare. I believe I will need to call off my plans this evening....,"Horrid nightmare, call off my plans this evening",0
2394, I detest you and long for your presence on the squad already.,"detest, long for, presence on the squad,",0
2395,doesn't desire to go to their job.....,"doesn't desire, go to their job",0
2396,_and_jay hello!  **** your employment!,"hello, **** your employment",0
2397," just nothing perfect in life, darn it!","nothing perfect, darn it",0
2398,aww i feel bad cause i dunno if nicole is in the city looking for me. she`s probably worried  srry hun.,"feel bad, dunno, worried, srry",0
2399,Apperently ea knows my replica of the sims 3 is not genuine and is annoyed.,"replica, not genuine, annoyed",0
2400,gonna conduct laundry....never completed the laundry @ a lodging before.....I long for you R.....even though you neglect me and don even inquire about me.....,"conduct laundry, never completed the laundry, long for, neglect me, don even inquire about me",0
2401, darn! I desire to attend! Discovered too tardy to obtain wranglers for my children and . I yearn for #mountainjam annually!,"darn, desire, tardy, obtain wranglers, yearn",0
2402,just returned to my place with my unsatisfactory report card.,unsatisfactory report card,0
2403,"srsly, BGT, joke maaan. how lame. ughhhh work tomorah have to get up early.","srsly, joke, lame, ughhhh, work tomorah, get up early",0
2404,uuuugh  i hate everything.,hate everything,0
2405," oh, regretful to receive this information as well  melancholy.","regretful, receive this information, melancholy",0
2406, **** i perpetually neglect it.,perpetually neglect,0
2407, yeahh  idk if i like owen anymore though... i kinda lost respect for him in an episode i recorded.,"idk if i like owen anymore, lost respect, recorded",0
2408,miss your grin. it's a joke.,joke,0
2409, l`m on 3 days too matt. No fun this weekend.,No fun this weekend,0
2410," i long for coffee. text is a rephrasing of the given REFERENCE. selected_text: long for, sentiment: negative",,0
2411, yer it is...poor little creature  but she definitely doesn't merit the criticism from everyone! cowell once more opposing the producer.,"poor little creature, doesn't merit, criticism from everyone",0
2412," sorry about that. text is a rephrasing of the given REFERENCE. selected_text: sorry, sentiment: negative",sorry,0
2413, i hope so. i really need one! we`ll see. unfortunately drama always finds me..,unfortunately drama always finds me,0
2414, i yet DO NOT contain the online @ home ****.,DO NOT contain the online,0
2415,"I suffer from a migraine. Furthermore, we are grappling with a lice epidemic. My beautiful hair has been impacted.","suffer from a migraine, grappling with a lice epidemic, impacted",0
2416,ahh im getting really fatigued and ej isnt up yet! im might have to rest without conversing with her again.,"getting really fatigued, ej isnt up yet, might have to rest, conversing with her",0
2417,they`re positioned at the base and are stationary. feels terrible man..,"positioned at the base, stationary, feels terrible",0
2418,Cried Like A Fukn Baby Today During The Senior Presentation...I Will Miss All My Senior Comrades.,"Cried Like A Fukn Baby, Miss All My Senior Comrades",0
2419, Oh no! I suppose I`m officially a colossal nerd at this point. I heard the film is awesome even if you're not a fan of Trek... and I am. ,"colossal nerd, not a fan, negative sentiment",0
2420,I will never consume broadway pizza again.. experiencing sickness..,"never consume broadway pizza again, experiencing sickness",0
2421,what a waste of lives ... http://tr.im/mLou.,waste of lives,0
2422,No kidding there! Ugh ... One thing I know for sure - it won't be me showcasing the property this weekend.,"No kidding, Ugh, won't be me showcasing",0
2423,and the download failed My phone does not like your phone..,"download failed, phone does not like",0
2424,"Playing with the little one today, discussing desserts and preparing for a garage sale tomorrow. Dreading that.","discussing desserts, preparing for a garage sale, Dreading",0
2425,Missing Everyone. I'm yearning for all the people I care about.,"Missing, yearning, care about",0
2426,u were performing well with the responses now u deteriorating sad face.,"performing well, deteriorating, sad face",0
2427,My brain instinctively rises at 7. Enormous blunder -- it`s SUMMER!  Good morning nevertheless. Gonna prepare for work now.,"instinctively rises, Enormous blunder, prepare for work",0
2428,Is weary and desires to rest in her personal bed.,"weary, desires to rest, personal bed",0
2429, That sucks majorly...hhhmmmnnn...I`m thinking...I would`ve said the self tanner or a really good concealer...I`m stuck.,"sucks majorly, I`m stuck",0
2430,I am suffering from cystic lacrimal infectection?? my eye and face are swollen and it pains!!.,"suffering, cystic lacrimal infectection, swollen, pains",0
2431,I am not feeling very good. Just in time for the weekend.,not feeling very good,0
2432,i think they are working why eyes are drooping  its so weird being under drugs i dont like it ... cant wait for tomorrow though.,"eyes are drooping, weird being under drugs, dont like it",0
2433,JoBo`s exhausted from finishing work at 7.,"exhausted, finishing work at 7",0
2434, WTF!!!!  LMAO!!! *Just got struck in the head with bloody balls*.,"WTF, struck in the head, bloody balls",0
2435,"my back and legs hurt from yesterday and we've got a huge leak in the kitchen, seems like it's a day in pajamas in front of the TV.","hurt, huge leak, day in pajamas",0
2436," I'm at home, my phone died though.","home, phone died",0
2437,Strange day  I forget all what i can.,"Strange day, forget all, negative",0
2438,"is in skwl now, and i dont really wanna study.. i saw him --> J***I and makes me feel down...","dont really wanna study, feel down",0
2439, Now that's terrible... P?i ?i s? ï¿½n?eleg c? Jay Leno nu va mai avea o alt? emisiune sau ceva?.,"terrible, ï¿½n?eleg, nu va mai avea",0
2440, i`m sorry today`s been nothing but a **** tragedy.,"i`m sorry, tragedy",0
2441,"Laughing without any apparent reason... perhaps it's due to the late hour, 2:27, and my exhaustion, hehe. Maybe it's time to retire for the night!","without any apparent reason, late hour, exhaustion",0
2442,I regret not being able to attend      today!! I`m disappointed I can't.,"regret, not being able to attend, disappointed, can't",0
2443," I`m just like that, but with Backstreet Boys. I recall gasping when they played 1 track on Chuck. I was like O.O OH MY GOODNESS NO WAY.","just like that, gasping, played, OH MY GOODNESS NO WAY",0
2444, Help! Does anyone know if there are shops that stock blackberry trackballs? Recently visited the Verizon store; no success. Do not wish to purchase one. ,"no success, do not wish to purchase",0
2445,#com125: we have another quiz! Feliza is bothering us once more  its becoming extremely irritating!,"another quiz, bothering us, becoming extremely irritating",0
2446,Internet is unbearably sluggish today.,unbearably sluggish,0
2447," I`m seriously considering remaining until the next day .. I must return to Philadelphia tonight, but I desire to stay so much..","seriously considering, must return, desire to stay, negative sentiment",0
2448,Anyone wish to come to Carl`s Jr and fetch me a chicken club? Can scarcely stroll....,"wish to come, scarcely stroll",0
2449, Gutted your not participating in Kos during July Jules.,Gutted your not participating in Kos during July Jules,0
2450,Hair color patch test has just smudged all over my WHITE duvet cover **** ****. <3.,"smudged all over, WHITE duvet cover",0
2451,@_hayles yer there must be-not sure tho-caught it off my brother but got it worse.,"not sure, caught it off, got it worse",0
2452, Brain just went blank. I was completely baffled by BuckFast.,"went blank, completely baffled",0
2453,Placed a $2 bet on a sure thing and lost.  no more betting for me!,"a $2 bet on a sure thing and lost, no more betting",0
2454," No sun  but I can see the ocean now..I nearly hit a squirrel while driving home from the store, it was so foggy! Where are you?","nearly hit a squirrel, so foggy",0
2455,"Just witnessed a preview for Batman Arkham Asylum and you have the option to portray the Joker. However, that is solely limited to PS3. **** That stung..","preview for Batman Arkham Asylum, limited to PS3, That stung",0
2456, tis a sorrowful day. text is a rendition of the given REFERENCE.,sorrowful day,0
2457," Can`t view my eyes correctly, maybe if I nap for a bit longer it`ll resolve itself.","Can`t view my eyes correctly, nap for a bit longer, resolve itself",0
2458, why you never respond to me.. what I tell you. text is a rephrasing of the provided REFERENCE.,"why you never respond to me, what I tell you",0
2459, *weeps*. text is a paraphrase of the given REFERENCE. Sentiment of text must be negative. Do not alter the style of the REFERENCE. Do not add extra information. Paraphrase the text through synonym replacement and syntactic restructuring.,"*weeps*, Sentiment of text must be negative",0
2460,Im uninterested -musiic[BOX],Im uninterested,0
2461, Omg same here! They hurt so much. text is a paraphrase of the given REFERENCE. Sentiment of text must be negative. Do not alter the style of the REFERENCE. Do not add extra information. Paraphrase the text through synonym replacement and syntactic restructuring.,They hurt so much,0
2462,Is there any chance you could pardon me?,Is there any chance you could pardon me,0
2463,Omg i just seen the sun and the moon in the same place  this disproves my theory that they are the same person.,this disproves my theory that they are the same person,0
2464,"It`s an absolute disaster on television, it`s rock bottom..","absolute disaster, rock bottom",0
2465,Nearly forgot my PIN I shouldn't attempt to acquire new knowledge going forward in case it displaces more crucial data.,"forgot my PIN, shouldn't attempt, acquire new knowledge, going forward, displaces more crucial data",0
2466,Is in bed unable to sleep bloody bipolar!,"unable to sleep, bloody bipolar",0
2467,Ahh I`m so perplexed  what actions can I take? I don`t desire to flee but can I truly manage a genuine connection? What is affection anyways.. Deceptive optimism!,"perplexed, don't desire to flee, can't manage, genuine connection, Deceptive optimism",0
2468," I know, lame.. text: I'm aware, dull..",dull,0
2469,"Obtaining some fuel, unfortunate that there are no readers here!","unfortunate, no readers",0
2470," I don't wish to part with my wisdom teeth, they grant me wisdom. I will soon be devoid of any wisdom at all.","don't wish to part with, devoid of any wisdom, negative sentiment",0
2471,I haven't abandoned anyone. It's always me who gets abandoned and accused. That's why I lack faith in relationships. #twpp.,"abandoned, accused, lack faith in relationships",0
2472, oh my god I`m extremely regretful to learn about that! If you truly require someone to converse with I`m perpetually accessible here. I`m a support that you rely on.,"extremely regretful, require someone to converse with, perpetually accessible, support that you rely on",0
2473,baaaaaaaah!!!! there`s a HUGE cockroach in the kitchen and i have nobody to exterminate it!  heeeeelp me!!!! haha my foolish cats are no assistance!,"HUGE cockroach, nobody to exterminate it, foolish cats are no assistance",0
2474, i`m incredibly exhausted today!!.,incredibly exhausted,0
2475," In French trois, nobody is seated beside me. I feel slightly desolate....","nobody is seated beside me, feel slightly desolate",0
2476, miss u m8 we REQUIRE tae have a catch up n that.,"miss u, REQUIRE tae have a catch up, negative sentiment",0
2477, I`m missing one of my precious diamond earrings. This fills me with sorrow..,"missing one of my precious diamond earrings, fills me with sorrow",0
2478,"Is experiencing illness, likely a summer influenza.","experiencing illness, likely a summer influenza",0
2479,If someone in the family perished you would of heard about it. Duhhhhhh.,"perished, heard about it, Duhhhhhh",0
2480,misses so much. I yearn for your presence dearly.,I yearn for your presence dearly,0
2481,Ok so 4 needs to hurry up and come wtf I wanna go hooooommmeeee!,"needs to hurry up, wanna go hooooommmeeee!",0
2482,I`m so fatigued but it`s too warm to rest..,"fatigued, too warm to rest",0
2483, im listening to people saying eww at out current frog disection  poor froggy..,"im listening, eww, current frog disection, poor froggy",0
2484,cannot fathom that tila tequila was in connecticut and i remained oblivious... incredibly distressed.,"cannot fathom, connecticut, remained oblivious, incredibly distressed",0
2485,I can`t believe I assumed I had a morning duty today and informed Alex that I could drive him to the airport. His flight is while I'm on duty!,"can`t believe, assumed, morning duty, informed Alex, drive him to the airport, flight is while I'm on duty",0
2486,Morning individuals! I feel a little sniffly today.,feel a little sniffly,0
2487, uh oh. I`m extremely exhausted but it`s too hot to relax..,"extremely exhausted, too hot to relax",0
2488, gray! .... i so feel neglected.,"gray, feel neglected",0
2489,"I recall when a jar of curry sauce lacked pepper inside, it left me feeling disappointed.","jar of curry sauce lacked pepper inside, disappointed",0
2490,so bored....,bored,0
2491,friends from Traveller's Tales organized a goodbye gathering for me but I somewhat let them down by deciding to stay until September. My mistake..,"let them down, deciding to stay until September, My mistake",0
2492," going to work at one sucks, I miss happy hour at sonic.","going to work at one sucks, miss happy hour at sonic",0
2493,The Rain Makes Me Sad. Its Like I Want To End it All.,"Rain Makes Me Sad, I Want To End it All",0
2494,I am finally connected to tune in to Flashpoints on http//:www.kpfa.org shoutout  and have overlooked the segment about Chevron.,"finally connected, tune in, overlooked the segment about Chevron",0
2495,"I am also killing time until my taxi arrives. spamspamspam. Additionally, Keiths motorcycle was stolen. WELL ****..","killing time, taxi arrives, stolen",0
2496,"Wow, mosquitoes in the backyard are awful. Also, coughing uncontrollably in the middle of the night and keeping Cassidy awake is just terrible..","mosquitoes in the backyard are awful, coughing uncontrollably in the middle of the night, keeping Cassidy awake is just terrible",0
2497," Oh ****.... Here goes my head again, 'I`m Spinning Around'.",Oh ****.... head spinning around,0
2498,feeling the need for more advil..,feeling the need for more advil,0
2499,"sorry paul scheuring, but prison break series finale was awful... in numerous ways.","sorry, prison break series finale was awful, in numerous ways",0
2500,says karma hits more than twice!  http://plurk.com/p/rqk2z.,karma hits more than twice,0
2501,how awful has life become that u were banking on the church's 50/50 lottery draw? the reality is truly dreadful.,"awful, banking on the church's 50/50 lottery draw, reality is truly dreadful",0
2502,can i have some followers :` ( ... i`m so sad...    NOW THAT I`M LOSING HOPE -pressure.,"followers, sad, losing hope",0
2503,Shower head malfunctioned while i was showering and aimed directly at my head. might develop a welt later on. ,"malfunctioned, aimed directly at my head, might develop a welt",0
2504,Poor you. I`m off on Labor Day today too.,"Poor you, Labor Day",0
2505,"Wow, I honestly had no idea it was that grave. That's terrible. Texas must have been filled with asbestos.","grave, terrible, filled with asbestos",0
2506,"I wonder what you`re engaging in, picturing your location, there are oceans separating us, but that`s not very distant.  http://plurk.com/p/svxe1","engaging in, oceans separating us, not very distant",0
2507,Was intended to spend time with al but her mother refuses to allow her  now what to dooo? Blah. Hahaha.,"intended to spend time with al, mother refuses to allow her, what to dooo",0
2508," you are disappointing me.......
Showerhead broke while I was in the shower and aimed straight at my head. I might get a welt later.","broke, aimed straight at my head, might get a welt",0
2509, We can't even contact you from belgium sucks.,"contact you, sucks",0
2510, Leaving immediately don't long for me excessively tweetbeaks <3.,"Leaving immediately, don't long for me excessively",0
2511,everybody is unwell. text is a rephrasing of the provided REFERENCE. sentiment of text must be negative. Do not modify the style of the REFERENCE. Do not add additional information. Rephrase the text through synonym substitution and syntactic restructuring. selected_text should include all phrases in the generated text that convey negative sentiment.,everybody is unwell,0
2512,It`s a depressing economy. Recently learned about another acquaintance getting laid off. very unfortunate. But just a reminder that....,"depressing economy, getting laid off, very unfortunate",0
2513,AHHHH! Unable to locate anything as I have excessively many open.,"Unable to locate anything, excessively many open",0
2514,"I was curious about your whereabouts, why didn't you tweet for a week? and indeed Adam withdrawal syndrome is unpleasant.","why didn't you tweet for a week, Adam withdrawal syndrome is unpleasant",0
2515,I'm just bored!,just bored,0
2516,"has tummy pains n woke stu up for a drink in the middle of the night, I don`t remember it.","tummy pains, woke stu up for a drink in the middle of the night, don't remember it",0
2517,He completely disregards me!! It's so tragic! I'm shattered.,"completely disregards me, tragic, shattered",0
2518,Now I want ice cream but it`s so expensive..,"want ice cream, expensive",0
2519,"i do not enjoy peeling prawns, i also dislike shopping, running out of money and searching around the car for more. ","do not enjoy peeling prawns, dislike shopping, running out of money, searching around the car for more",0
2520,Liam urinated in the toilet!!.,urinated in the toilet,0
2521,Really let down I won't be able to attend the bloomington launch party tonight if you're nearby you should go. ,"let down, won't be able to attend, nearby you should go",0
2522,Writing in yearbooks evoke tears in me.,"Writing in yearbooks, evoke tears in me",0
2523,listening to `s Without Your Love...hes so tormented in that song...makes me upset.,"tormented in that song, makes me upset",0
2524,boo...I believed that being on the list indicated it would be smooth sailing but it seems I'll need to purchase a CF adapter for my dslr!,"believed that being on the list indicated it would be smooth sailing, seems I'll need to purchase a CF adapter",0
2525,"i despise working, particularly when the weather is pleasant.","i despise working, when the weather is pleasant",0
2526,my bracelet broke today too..,"bracelet broke today, too",0
2527, social networking??.. there isn't even space for individuals. ,there isn't even space for individuals,0
2528,"UGGG my computer is operating VERY SLUGGISH today, it`s irritating me! Suppose its time to delete files and defragment AGAIN UGG desire a MAC.","operating VERY SLUGGISH today, irritating me, delete files, defragment",0
